Decision animal   524288.0 
Decision animal   11.23959997 
Decision animal   24.2624832246 
Decision animal   21.0486633512 
Decision Human   16.0730246443 
Decision Human   17.2075422157 
Decision Human   17.3243895186 
Decision Human   17.4850091713 
Decision Human   15.7079447827 
Decision Human   20.193076886 
Decision Human   16.8599647068 
Decision animal   16.4698878919 
Decision animal   17.3861484638 
Decision animal   17.4522697957 
Decision animal   15.5809713441 
Decision animal   20.9845304089 
Decision animal   15.8025763039 
Decision animal   16.7282357258 
Decision animal   17.1494271672 
Decision None   17.3828339343 
Decision None   17.759831984 
Decision None   15.4671485203 
Decision None   19.6136659091 
Decision None   16.6247998351 
Decision None   17.9986010685 
Decision animal   15.919716396 
Decision animal   18.5247685676 
Decision animal   15.508152837 
Decision animal   20.6834002347 
Decision animal   15.9612148519 
Decision animal   17.8402068872 
Decision animal   17.0727104729 
Decision animal   16.3327050981 
Decision animal   17.9034886649 
Decision animal   15.3015358798 
Decision animal   20.6435964701 
Decision animal   16.7526900617 
Decision animal   16.9814003579 
Decision animal   16.7453328862 
Decision animal   16.344989108 
Decision Human   18.0573367144 
Decision Human   17.9875631492 
Decision Human   17.3713869181 
Decision Human   17.0334674848 
Decision Human   16.644723997 
Decision animal   17.8996684064 
Decision animal   15.4363526623 
Decision animal   20.7611061888 
Decision animal   16.6091315883 
Decision animal   15.4035292605 
Decision animal   18.6957765941 
Decision animal   15.9729462123 
Decision animal   18.6191736065 
Decision animal   15.2720625985 
Decision animal   20.719365324 
Decision animal   16.8395898408 
Decision animal   16.9759019565 
Decision animal   16.7819149362 
Decision animal   16.3145357657 
Decision animal   18.1402763662 
Decision animal   17.748108529 
Decision animal   17.3777205099 
Decision animal   17.2475923382 
Decision animal   16.6502743087 
Decision animal   17.9102927612 
Decision animal   15.3446965124 
Decision animal   18.3043077903 
Decision animal   16.0122774802 
Decision animal   19.4946990718 
Decision animal   17.0502935007 
Decision animal   16.6976018345 
Decision Human   17.9063931522 
Decision Human   15.3548080056 
Decision Human   20.6126536991 
Decision Human   16.7025888331 
Decision Human   16.9986747344 
Decision Human   16.6953420426 
Decision Human   17.7758640419 
Decision Human   15.4490318351 
Decision Human   20.6838082276 
Decision Human   16.7238335234 
Decision Human   17.0064631229 
Decision Human   16.6115654691 
Decision Human   16.7011921732 
Decision Human   17.665062017 
Decision animal   15.5235927443 
Decision animal   20.7052504788 
Decision animal   16.0122774802 
Decision Human   17.7974362347 
Decision Human   16.5335772063 
Decision Human   17.9911123312 
Decision Human   15.3638071934 
Decision Human   20.7969297745 
Decision Human   16.6827914007 
Decision Human   16.9589480877 
Decision Human   16.7081112519 
Decision Human   17.8253463663 
Decision Human   15.4038121121 
Decision Human   20.6684176551 
Decision Human   16.651926902 
Decision Human   16.7299705631 
Decision Human   17.0201272562 
Decision Human   16.749010666 
